return_id,order_id,product_id,return_date,return_reason,refund_amount
4318,99183,1959,2025-02-07,Defective Product,8350.04
4319,99577,1356,2025-10-07,Customer Changed Mind,3846.85
4320,80752,122,2025-09-04,Defective Product,5744.6
4321,72564,2464,2024-11-14,Damaged Product,5807.06
4322,25878,495,2024-12-10,Defective Product,9070.92
4323,4325,112,2026-02-28,Defective Product,8856.31
4324,8852,1627,2024-07-21,Defective Product,546.52
4325,34979,47,2026-04-23,Damaged Product,9514.17
4326,50087,550,2025-08-04,Customer Changed Mind,5527.7
4327,46040,1654,2026-02-03,Customer Changed Mind,8160.09
4328,72062,2081,2025-03-01,Late Delivery,8898.26
4329,30027,1495,2025-10-23,Customer Changed Mind,8007.4
4330,68333,2013,2026-05-22,Defective Product,1019.05
4331,92582,448,2026-01-16,Wrong Item Delivered,9033.94
4332,30434,1371,2026-06-29,Late Delivery,7869.77
4333,13261,2434,2026-06-02,Late Delivery,7135.74
4334,9579,1165,2025-06-29,Wrong Item Delivered,4945.4
4335,20152,1966,2025-06-14,Defective Product,4843.6
4336,62381,1350,2025-04-17,Wrong Item Delivered,9016.33
4337,71687,1913,2026-02-17,Wrong Item Delivered,7075.86
4338,99938,149,2025-05-21,Wrong Item Delivered,1795.96
4339,56164,1109,2026-04-16,Customer Changed Mind,2186.58
4340,23802,1941,2026-05-05,Wrong Item Delivered,337.62
4341,39881,1110,2026-04-13,Wrong Item Delivered,1655.35
4342,70191,791,2024-12-12,Damaged Product,712.7
4343,72789,2327,2026-03-24,Customer Changed Mind,8592.93
4344,17892,663,2024-12-18,Defective Product,1039.65
4345,66761,1816,2025-07-11,Customer Changed Mind,4968.1
4346,8124,12,2026-01-06,Late Delivery,6526.17
4347,22123,511,2026-03-06,Wrong Item Delivered,5295.96
4348,5938,1203,2024-10-28,Wrong Item Delivered,4145.48
4349,70303,1498,2025-12-21,Damaged Product,803.53
4350,18313,2283,2025-09-03,Customer Changed Mind,2004.49
4351,41149,1624,2026-01-09,Wrong Item Delivered,3710.23
4352,76781,1302,2025-10-19,Damaged Product,3814.8
4353,66763,2254,2025-02-03,Late Delivery,2339.96
4354,79987,2294,2024-09-14,Defective Product,6826.11
4355,14779,474,2025-01-07,Damaged Product,4829.07
4356,54486,143,2025-02-11,Customer Changed Mind,2385.27
4357,15677,385,2025-03-12,Customer Changed Mind,5480.82
4358,31768,633,2025-10-19,Customer Changed Mind,6293.95
4359,84190,1335,2025-04-28,Defective Product,8753.28
4360,65869,322,2025-08-04,Wrong Item Delivered,2520.81
4361,81480,568,2026-04-15,Customer Changed Mind,3247.39
4362,75604,1712,2026-03-25,Customer Changed Mind,8549.8
4363,80202,381,2024-08-18,Customer Changed Mind,3222.69
4364,42145,493,2024-11-26,Late Delivery,4192.64
4365,59914,1020,2024-11-01,Customer Changed Mind,9535.4
4366,96750,2137,2025-11-11,Damaged Product,7914.59
4367,45652,2394,2026-03-04,Late Delivery,1584.18
4368,91429,748,2024-12-16,Wrong Item Delivered,1644.45
4369,91626,471,2024-10-23,Wrong Item Delivered,7280.04
4370,74067,543,2026-05-12,Late Delivery,6993.32
4371,98105,455,2025-08-16,Wrong Item Delivered,3809.77
4372,31797,2377,2025-05-12,Defective Product,4373.07
4373,59800,1087,2025-03-09,Wrong Item Delivered,9536.46
4374,50668,809,2026-05-05,Defective Product,3904.24
4375,23981,516,2025-06-03,Defective Product,7251.79
4376,59870,818,2025-12-27,Wrong Item Delivered,3181.04
4377,49056,1669,2024-07-26,Late Delivery,4967.93
4378,45130,1233,2025-03-31,Customer Changed Mind,3720.39
4379,84433,1143,2025-10-12,Wrong Item Delivered,6950.16
4380,72413,2198,2025-08-31,Wrong Item Delivered,8562.88
4381,16529,104,2024-10-15,Late Delivery,5935.88
4382,43221,336,2025-05-04,Wrong Item Delivered,8640.98
4383,64319,778,2025-07-25,Customer Changed Mind,4225.22
4384,41009,1155,2025-09-02,Late Delivery,4597.88
4385,55611,494,2025-09-20,Wrong Item Delivered,7759.66
4386,73392,1158,2026-03-09,Customer Changed Mind,7244.93
4387,11543,1128,2024-08-15,Wrong Item Delivered,5498.68
4388,323,1218,2025-05-23,Damaged Product,6715.9
4389,65479,2340,2024-10-23,Late Delivery,9678.88
4390,12469,485,2024-08-21,Wrong Item Delivered,3269.99
4391,47546,1427,2025-03-16,Late Delivery,2562.21
4392,94546,2221,2025-01-17,Wrong Item Delivered,9754.14
4393,3067,1163,2026-04-21,Damaged Product,7172.62
4394,89166,259,2025-11-24,Wrong Item Delivered,8313.67
4395,92401,667,2026-04-14,Defective Product,8894.13
4396,18002,624,2025-06-01,Wrong Item Delivered,3716.07
4397,99814,527,2025-12-31,Wrong Item Delivered,2357.86
4398,76775,1528,2026-06-24,Wrong Item Delivered,5221.22
4399,10183,1698,2025-01-18,Wrong Item Delivered,5450.0
4400,1645,1516,2026-06-27,Customer Changed Mind,2817.43
4401,37239,916,2025-11-02,Defective Product,4281.68
4402,43124,57,2025-11-22,Wrong Item Delivered,8779.46
4403,22023,170,2026-02-05,Customer Changed Mind,4939.11
4404,74850,2135,2025-04-20,Customer Changed Mind,6270.57
4405,86296,2158,2025-10-23,Defective Product,9771.4
4406,11363,875,2026-01-06,Wrong Item Delivered,6290.38
4407,1956,1134,2025-11-14,Wrong Item Delivered,1934.48
4408,31654,1433,2025-05-24,Customer Changed Mind,6827.31
4409,38581,909,2024-11-27,Wrong Item Delivered,2690.27
4410,55327,1459,2026-05-22,Wrong Item Delivered,4214.18
4411,4599,1770,2025-10-02,Damaged Product,5950.97
4412,33237,760,2024-12-06,Late Delivery,227.05
4413,21985,1064,2024-12-02,Damaged Product,985.22
4414,50392,660,2025-07-11,Customer Changed Mind,9280.64
4415,74434,1180,2025-08-20,Damaged Product,4156.86
4416,85240,52,2026-06-15,Defective Product,6777.17
4417,19503,1523,2024-11-01,Defective Product,7551.57
4418,92301,2203,2025-03-09,Wrong Item Delivered,5264.16
4419,78810,434,2024-07-29,Damaged Product,1734.02
4420,52302,1116,2025-12-05,Customer Changed Mind,6101.46
4421,37321,1425,2025-09-24,Wrong Item Delivered,3146.97
4422,99018,1875,2025-10-09,Defective Product,7326.88
4423,83405,783,2026-03-06,Defective Product,7825.74
4424,22172,963,2026-02-18,Damaged Product,9902.08
4425,40282,2241,2024-10-19,Wrong Item Delivered,7296.91
4426,7521,2372,2026-05-18,Defective Product,1242.58
4427,17177,181,2024-09-27,Defective Product,6229.08
4428,67267,1339,2025-06-04,Customer Changed Mind,6522.57
4429,80264,274,2025-08-14,Customer Changed Mind,3879.32
4430,81400,71,2024-08-31,Damaged Product,2797.12
4431,20490,1220,2024-12-02,Late Delivery,8842.04
4432,98565,1963,2025-01-04,Customer Changed Mind,1783.56
4433,55481,1047,2024-08-02,Defective Product,1042.74
4434,14423,1231,2026-06-08,Damaged Product,179.65
4435,60354,2174,2024-07-15,Customer Changed Mind,8897.03
4436,70261,41,2024-10-02,Wrong Item Delivered,979.71
4437,11903,651,2024-09-21,Late Delivery,3577.26
4438,82717,947,2026-02-27,Customer Changed Mind,6217.39
4439,31107,486,2025-07-19,Defective Product,2911.35
4440,8705,1040,2025-08-18,Wrong Item Delivered,4400.17
4441,66737,1432,2025-07-01,Defective Product,4180.45
4442,31597,271,2026-05-29,Wrong Item Delivered,3013.7
4443,27752,578,2024-09-09,Wrong Item Delivered,6555.66
4444,71813,1492,2025-06-22,Late Delivery,7273.03
4445,85483,43,2024-11-11,Defective Product,3128.64
4446,96116,912,2024-07-18,Late Delivery,455.71
4447,11223,1355,2025-03-12,Late Delivery,9752.71
4448,3373,1000,2025-06-12,Customer Changed Mind,6547.6
4449,15114,2370,2026-05-25,Late Delivery,9956.04
4450,3693,2031,2026-01-03,Defective Product,7963.94
4451,12402,97,2025-02-18,Damaged Product,2196.17
4452,29899,2395,2025-06-07,Customer Changed Mind,4746.46
4453,91328,385,2024-07-26,Defective Product,3565.62
4454,96908,839,2026-06-24,Customer Changed Mind,2988.47
4455,61256,2070,2026-04-17,Wrong Item Delivered,4041.48
4456,41355,907,2026-02-11,Damaged Product,2030.96
4457,19657,777,2025-01-29,Late Delivery,9221.74
4458,79971,836,2025-08-24,Late Delivery,7391.29
4459,75648,1976,2025-12-24,Damaged Product,6013.41
4460,78314,747,2025-02-17,Defective Product,5745.5
4461,37534,900,2026-03-19,Wrong Item Delivered,9376.42
4462,911,1327,2024-10-12,Wrong Item Delivered,2898.76
4463,88161,2443,2024-10-12,Customer Changed Mind,2599.82
4464,97241,1135,2025-07-18,Damaged Product,4655.55
4465,66849,2456,2025-08-28,Defective Product,7520.35
4466,82308,59,2026-05-19,Defective Product,6803.19
4467,91288,53,2025-03-24,Wrong Item Delivered,2940.87
4468,49788,1390,2025-12-21,Customer Changed Mind,9430.25
4469,37658,1294,2025-07-24,Wrong Item Delivered,8883.72
4470,51772,1769,2025-08-29,Wrong Item Delivered,6757.21
4471,13726,1411,2024-09-05,Late Delivery,8201.42
4472,15988,1180,2026-01-26,Defective Product,1455.43
4473,66130,529,2025-08-01,Defective Product,7035.79
4474,44008,2053,2025-04-06,Defective Product,595.33
4475,56700,1517,2025-08-08,Defective Product,5971.2
4476,38738,1527,2024-11-26,Wrong Item Delivered,8985.51
4477,56773,936,2024-11-23,Customer Changed Mind,6900.78
4478,64994,1446,2024-11-08,Customer Changed Mind,3288.75
4479,87972,239,2024-07-23,Damaged Product,7752.11
4480,26690,240,2025-03-20,Damaged Product,3939.4
4481,63979,1787,2025-12-10,Damaged Product,9782.07
4482,47552,1405,2025-08-14,Wrong Item Delivered,7839.06
4483,78327,2069,2025-02-22,Late Delivery,4102.16
4484,17182,2111,2025-09-19,Damaged Product,8735.85
4485,79332,992,2026-03-10,Late Delivery,5055.74
4486,76824,182,2025-06-04,Damaged Product,7905.13
4487,63794,1210,2025-11-19,Late Delivery,1193.06
4488,1268,2396,2024-11-19,Wrong Item Delivered,2053.68
4489,77067,668,2026-02-17,Damaged Product,6151.72
4490,96074,2187,2025-09-06,Late Delivery,7931.87
4491,19850,1815,2024-11-28,Late Delivery,9417.57
4492,74324,988,2026-07-06,Wrong Item Delivered,2733.68
4493,55143,820,2024-08-29,Late Delivery,6927.87
4494,38931,1584,2024-07-28,Wrong Item Delivered,7032.33
4495,32613,553,2025-02-08,Customer Changed Mind,8997.71
4496,15946,587,2026-01-16,Wrong Item Delivered,924.26
4497,39026,2193,2025-05-30,Customer Changed Mind,5536.01
4498,11144,955,2026-02-10,Late Delivery,6310.54
4499,90122,1406,2024-08-31,Wrong Item Delivered,7863.84
4500,82082,2238,2025-01-29,Customer Changed Mind,6424.13
4501,92831,2225,2025-12-26,Defective Product,2344.88
4502,81180,2100,2025-09-29,Damaged Product,3667.28
4503,11923,1342,2026-05-07,Damaged Product,7750.93
4504,7584,74,2024-07-26,Wrong Item Delivered,7560.89
4505,70572,1488,2024-12-11,Damaged Product,975.62
4506,36813,1060,2026-01-14,Defective Product,5310.99
4507,61687,94,2024-10-23,Customer Changed Mind,4374.11
4508,79148,873,2025-05-09,Wrong Item Delivered,6969.48
4509,54130,1255,2025-06-15,Late Delivery,1254.51
4510,42760,350,2025-05-22,Damaged Product,8105.89
4511,51500,455,2025-10-09,Wrong Item Delivered,102.42
4512,10292,1169,2024-12-30,Late Delivery,2997.24
4513,52963,435,2024-10-05,Wrong Item Delivered,1660.22
4514,68982,1373,2024-12-09,Defective Product,8876.29
4515,32616,252,2026-04-08,Wrong Item Delivered,9635.56
4516,64738,167,2026-01-24,Customer Changed Mind,9435.23
4517,61236,508,2026-03-12,Customer Changed Mind,6883.49
4518,47713,458,2025-05-28,Damaged Product,4041.94
4519,51752,1206,2025-12-07,Defective Product,2781.53
4520,42207,219,2025-11-02,Damaged Product,6413.29
4521,35638,955,2025-01-22,Late Delivery,6473.52
4522,645,1054,2025-09-23,Customer Changed Mind,758.88
4523,99920,1815,2024-08-16,Late Delivery,8281.18
4524,90082,1700,2025-11-11,Wrong Item Delivered,6308.2
4525,22260,1371,2025-06-03,Wrong Item Delivered,1015.18
4526,63819,2254,2024-07-18,Defective Product,9804.3
4527,77322,1256,2024-07-29,Wrong Item Delivered,1472.49
4528,2607,872,2025-11-05,Customer Changed Mind,1123.11
4529,18887,2405,2024-12-20,Customer Changed Mind,6610.13
4530,98998,2426,2026-04-04,Damaged Product,9032.69
4531,4502,1017,2026-03-27,Late Delivery,6427.96
4532,78312,194,2025-11-10,Late Delivery,6749.98
4533,27049,2171,2025-06-14,Wrong Item Delivered,3008.8
4534,47641,2029,2025-08-15,Defective Product,5004.01
4535,18993,4,2026-02-12,Late Delivery,4716.55
4536,331,1801,2024-08-28,Late Delivery,7874.11
4537,57303,1310,2025-06-14,Wrong Item Delivered,4643.35
4538,58151,1905,2026-04-28,Damaged Product,4501.74
4539,82,2178,2026-04-11,Defective Product,3450.21
4540,36655,891,2025-03-25,Late Delivery,5719.71
4541,32027,1221,2024-09-24,Late Delivery,7333.92
4542,84323,1485,2025-01-01,Defective Product,2475.23
4543,32049,1726,2024-10-06,Customer Changed Mind,7551.81
4544,15147,100,2026-02-02,Defective Product,3714.15
4545,2142,1039,2025-05-04,Wrong Item Delivered,1967.5
4546,66824,1218,2025-12-05,Defective Product,5749.1
4547,60819,1118,2025-08-19,Damaged Product,8127.79
4548,22277,557,2025-10-28,Damaged Product,9284.96
4549,10274,1622,2025-04-03,Late Delivery,9679.29
4550,22455,612,2026-01-21,Late Delivery,4318.23
4551,458,1757,2025-12-18,Customer Changed Mind,8347.27
4552,36841,1773,2025-12-07,Customer Changed Mind,8449.37
4553,43100,2094,2026-01-03,Customer Changed Mind,6116.52
4554,37875,930,2024-11-01,Damaged Product,7332.75
4555,76606,2306,2025-12-29,Defective Product,8001.44
4556,84854,1372,2024-09-12,Defective Product,7808.17
4557,95385,391,2024-08-01,Late Delivery,7023.67
4558,95169,560,2024-11-18,Late Delivery,3548.15
4559,79149,434,2025-10-21,Late Delivery,8667.73
4560,84335,330,2025-02-28,Damaged Product,5304.63
4561,36444,376,2025-07-24,Wrong Item Delivered,9391.31
4562,4843,870,2024-11-09,Defective Product,4849.88
4563,10714,1242,2025-06-14,Defective Product,2888.44
4564,18350,1800,2024-11-15,Wrong Item Delivered,4179.16
4565,75469,2249,2026-06-13,Late Delivery,3221.95
4566,19359,1368,2024-08-10,Customer Changed Mind,1901.15
4567,8225,2023,2025-01-05,Late Delivery,2537.6
4568,88580,1839,2025-02-05,Customer Changed Mind,6609.28
4569,69150,420,2024-12-23,Defective Product,8131.87
4570,47014,660,2025-01-27,Damaged Product,6441.11
4571,34752,1960,2025-07-18,Customer Changed Mind,4986.58
4572,65951,1992,2025-02-05,Late Delivery,3038.01
4573,27765,1533,2024-10-04,Customer Changed Mind,9482.55
4574,73932,1893,2025-04-02,Wrong Item Delivered,3260.74
4575,58751,1454,2026-06-06,Customer Changed Mind,4085.3
4576,3253,396,2026-03-21,Customer Changed Mind,2832.12
4577,66174,1659,2025-02-13,Defective Product,3488.8
4578,61065,1065,2024-10-11,Customer Changed Mind,5813.1
4579,2396,339,2024-08-20,Damaged Product,6274.94
4580,99856,1863,2026-01-11,Damaged Product,5085.1
4581,23229,1421,2025-05-19,Defective Product,6744.49
4582,78229,1162,2026-01-26,Late Delivery,319.67
4583,15228,980,2026-06-16,Late Delivery,530.62
4584,2153,1912,2026-04-14,Damaged Product,970.49
4585,3490,1412,2024-08-20,Damaged Product,8872.68
4586,40339,821,2026-07-02,Late Delivery,8120.77
4587,91039,424,2024-09-26,Customer Changed Mind,8147.88
4588,8782,1922,2025-01-12,Customer Changed Mind,3654.64
4589,25224,1885,2025-01-18,Late Delivery,3191.41
4590,5463,1781,2025-08-27,Wrong Item Delivered,6869.47
4591,26571,1504,2026-06-03,Defective Product,8614.24
4592,29967,465,2024-10-30,Defective Product,5751.73
4593,93018,1001,2026-02-08,Late Delivery,109.5
4594,14546,1278,2024-09-09,Wrong Item Delivered,605.05
4595,23302,1871,2026-05-06,Customer Changed Mind,2264.67
4596,75614,1236,2026-06-20,Customer Changed Mind,2188.7
4597,82769,2452,2024-09-30,Wrong Item Delivered,722.52
4598,99278,1070,2025-09-16,Late Delivery,9050.39
4599,94361,2500,2024-07-29,Customer Changed Mind,6326.69
4600,58348,193,2025-06-28,Late Delivery,8687.42
4601,92778,1783,2026-04-04,Damaged Product,8364.9
4602,31563,1293,2025-12-19,Damaged Product,2597.81
4603,15225,2186,2025-11-30,Late Delivery,4608.86
4604,66048,1526,2024-12-03,Damaged Product,2842.12
4605,16152,1721,2024-08-28,Damaged Product,4604.62
4606,35095,2019,2025-03-28,Damaged Product,8893.07
4607,77029,2436,2025-01-13,Damaged Product,3433.41
4608,31871,90,2026-05-22,Late Delivery,2289.48
4609,19769,1109,2024-12-04,Late Delivery,1956.52
4610,14027,1856,2025-02-13,Damaged Product,8115.49
4611,56249,362,2025-10-05,Defective Product,4099.91
4612,38384,2105,2024-12-20,Customer Changed Mind,7001.78
4613,29417,1850,2025-05-11,Wrong Item Delivered,8321.43
4614,55676,2003,2026-07-06,Damaged Product,7073.16
4615,46777,809,2025-12-26,Customer Changed Mind,1597.46
4616,42938,395,2024-08-08,Wrong Item Delivered,6992.26
4617,60203,1437,2025-09-07,Customer Changed Mind,1535.25
4618,62884,2204,2026-03-15,Damaged Product,3637.97
4619,34355,1173,2026-07-10,Damaged Product,3480.2
4620,59712,569,2024-12-30,Damaged Product,2561.45
4621,98634,1583,2025-08-07,Customer Changed Mind,3152.89
4622,56086,244,2024-07-29,Damaged Product,1148.63
4623,80986,189,2026-05-28,Wrong Item Delivered,9523.87
4624,36093,2326,2024-09-12,Wrong Item Delivered,4429.03
4625,63377,543,2024-12-26,Defective Product,837.41
4626,50397,2485,2025-10-09,Damaged Product,9847.78
4627,30027,2408,2025-02-08,Wrong Item Delivered,9596.33
4628,72890,1644,2024-12-08,Defective Product,247.01
4629,79615,2297,2024-10-28,Customer Changed Mind,9883.86
4630,5759,1687,2026-02-16,Wrong Item Delivered,1558.09
4631,3604,479,2025-04-19,Late Delivery,7781.31
4632,78426,1094,2024-09-27,Wrong Item Delivered,983.0
4633,11002,1267,2026-01-02,Defective Product,3801.19
4634,58381,1875,2026-05-12,Damaged Product,5286.55
4635,21899,2237,2025-09-11,Damaged Product,8418.23
4636,58358,1251,2025-12-29,Late Delivery,333.08
4637,21429,297,2025-09-12,Defective Product,8135.99
4638,77581,1436,2025-08-19,Wrong Item Delivered,9650.84
4639,93610,13,2024-09-09,Wrong Item Delivered,1012.41
4640,16853,1082,2026-04-27,Customer Changed Mind,9499.02
4641,60237,1595,2025-07-07,Damaged Product,3687.48
4642,92394,216,2025-01-23,Defective Product,7360.74
4643,83594,1117,2024-09-02,Customer Changed Mind,7797.69
4644,64981,2237,2025-10-16,Customer Changed Mind,6024.95
4645,26882,1465,2025-07-01,Defective Product,9397.24
4646,89343,546,2025-01-10,Wrong Item Delivered,2674.37
4647,99055,1376,2026-04-14,Damaged Product,9525.25
4648,62138,2328,2025-02-09,Damaged Product,9054.81
4649,83802,2101,2025-10-15,Damaged Product,3095.27
4650,66639,756,2024-07-17,Customer Changed Mind,1712.96
4651,49153,782,2024-11-12,Late Delivery,1779.04
4652,76670,700,2025-05-07,Late Delivery,1694.68
4653,18456,686,2025-01-30,Customer Changed Mind,4277.21
4654,19100,800,2025-08-17,Wrong Item Delivered,6861.72
4655,47919,656,2026-06-13,Defective Product,5109.23
4656,19868,1734,2025-06-14,Damaged Product,1137.8
4657,5346,1244,2026-07-09,Customer Changed Mind,8661.12
4658,35066,1473,2025-06-03,Wrong Item Delivered,2950.85
4659,52621,1932,2024-12-17,Customer Changed Mind,4868.79
4660,88919,2466,2024-11-26,Wrong Item Delivered,6536.08
4661,86522,1022,2026-04-27,Defective Product,5138.87
4662,53356,1494,2025-09-05,Late Delivery,5171.47
4663,56465,59,2025-05-14,Late Delivery,7765.15
4664,18865,837,2025-07-09,Defective Product,2997.0
4665,43289,660,2025-05-02,Late Delivery,5073.52
4666,36835,56,2024-07-28,Customer Changed Mind,5250.85
4667,67382,300,2025-11-30,Late Delivery,8031.42
4668,4160,1383,2025-09-27,Defective Product,159.56
4669,61311,458,2025-05-09,Customer Changed Mind,4893.75
4670,2213,107,2026-06-02,Customer Changed Mind,8138.55
4671,55864,779,2026-04-11,Defective Product,6994.84
4672,49984,1970,2026-06-01,Wrong Item Delivered,2026.61
4673,68746,311,2025-10-31,Defective Product,1667.06
4674,79427,1127,2024-11-26,Late Delivery,8970.99
4675,98004,741,2025-07-31,Defective Product,6595.76
4676,93075,502,2025-07-20,Late Delivery,3027.23
4677,78153,764,2024-11-27,Customer Changed Mind,5866.32
4678,78140,535,2026-03-26,Wrong Item Delivered,7594.59
4679,3985,1027,2026-04-05,Defective Product,3197.03
4680,29486,997,2025-09-11,Defective Product,4935.83
4681,62400,1241,2025-05-02,Late Delivery,9606.2
4682,76652,154,2026-03-07,Damaged Product,9920.21
4683,42146,2282,2026-03-07,Customer Changed Mind,513.89
4684,23797,1797,2026-07-07,Customer Changed Mind,2863.2
4685,24418,2122,2026-02-27,Wrong Item Delivered,2413.16
4686,78640,1173,2024-12-21,Defective Product,2516.27
4687,30406,1005,2026-01-29,Wrong Item Delivered,3306.84
4688,15568,1519,2025-09-28,Customer Changed Mind,5592.46
4689,85417,189,2026-05-24,Damaged Product,5496.22
4690,50498,2142,2025-03-31,Customer Changed Mind,1910.53
4691,25754,482,2026-05-02,Defective Product,501.34
4692,67574,1473,2025-06-05,Damaged Product,5135.55
4693,8870,979,2026-01-01,Wrong Item Delivered,8424.77
4694,25338,346,2025-11-24,Customer Changed Mind,7962.41
4695,14123,2042,2025-03-13,Damaged Product,2732.57
4696,72834,1380,2026-07-08,Wrong Item Delivered,5293.84
4697,29166,1374,2026-01-11,Damaged Product,1119.89
4698,80100,1464,2025-04-30,Customer Changed Mind,8171.44
4699,9061,1623,2024-12-23,Wrong Item Delivered,1108.97
4700,8956,1198,2025-08-19,Wrong Item Delivered,4652.49
4701,29163,711,2026-01-13,Damaged Product,6086.24
4702,34289,1192,2024-10-27,Wrong Item Delivered,2013.89
4703,99660,574,2025-07-16,Wrong Item Delivered,1522.36
4704,73264,1932,2025-11-04,Late Delivery,6857.91
4705,18442,816,2025-09-25,Customer Changed Mind,2686.99
4706,36818,815,2025-12-23,Defective Product,1392.06
4707,72820,465,2025-08-08,Damaged Product,9436.06
4708,51693,976,2026-02-15,Damaged Product,7721.34
4709,16215,78,2026-03-16,Defective Product,318.95
4710,11941,1851,2026-01-09,Damaged Product,3050.55
4711,34262,1918,2026-01-16,Customer Changed Mind,5925.95
4712,16087,1013,2026-04-27,Wrong Item Delivered,1958.42
4713,40139,1007,2025-03-23,Late Delivery,333.38
4714,85794,2163,2025-03-19,Customer Changed Mind,8902.97
4715,40078,1082,2024-09-19,Customer Changed Mind,6273.28
4716,88013,1675,2025-11-25,Late Delivery,4480.04
4717,5028,528,2024-10-04,Damaged Product,8656.19
4718,44779,2347,2025-05-17,Damaged Product,523.21
4719,84896,717,2025-06-24,Late Delivery,8412.04
4720,963,748,2025-05-26,Damaged Product,5143.41
4721,38311,2316,2026-04-24,Wrong Item Delivered,7126.7
4722,97920,1083,2025-03-29,Damaged Product,9252.47
4723,26436,830,2025-10-19,Damaged Product,8856.4
4724,6088,2430,2024-12-19,Late Delivery,5751.99
4725,39896,423,2026-02-04,Wrong Item Delivered,1430.31
4726,56739,580,2024-12-04,Customer Changed Mind,9804.59
4727,25194,400,2025-10-21,Defective Product,2031.18
4728,22261,2419,2025-11-01,Late Delivery,8744.6
4729,49319,209,2025-10-20,Late Delivery,3266.29
4730,24067,1037,2026-06-11,Wrong Item Delivered,4896.02
4731,79463,1550,2025-12-18,Defective Product,8919.22
4732,47236,634,2025-03-28,Customer Changed Mind,9711.05
4733,83854,2164,2025-05-12,Wrong Item Delivered,6421.87
4734,45285,1826,2026-04-13,Wrong Item Delivered,8902.32
4735,17116,740,2024-08-13,Wrong Item Delivered,6147.96
4736,86249,781,2025-03-08,Customer Changed Mind,6617.9
4737,3016,1092,2025-03-15,Wrong Item Delivered,2199.64
4738,82514,1214,2024-08-09,Customer Changed Mind,5036.85
4739,86488,2018,2025-08-10,Defective Product,9007.65
4740,55966,965,2026-07-11,Wrong Item Delivered,250.62
4741,12577,2083,2026-05-17,Wrong Item Delivered,3123.51
4742,21010,1976,2025-07-25,Defective Product,2848.08
4743,62430,877,2025-08-13,Wrong Item Delivered,1373.13
4744,18880,1312,2025-12-16,Damaged Product,1285.93
4745,51581,1443,2025-12-09,Wrong Item Delivered,731.39
4746,25883,340,2025-01-16,Late Delivery,511.0
4747,85833,227,2026-01-09,Damaged Product,1943.17
4748,3785,1003,2024-12-01,Defective Product,6663.2
4749,16021,1204,2025-10-25,Defective Product,3416.19
4750,68913,963,2026-02-12,Damaged Product,5276.78
4751,59123,2335,2025-07-09,Damaged Product,2301.59
4752,29844,1798,2025-03-21,Damaged Product,9146.78
4753,83181,2320,2025-04-10,Defective Product,9599.33
4754,25414,1547,2024-10-06,Wrong Item Delivered,7814.24
4755,44549,859,2025-04-23,Late Delivery,3235.42
4756,43029,340,2025-05-27,Late Delivery,691.73
4757,40105,1207,2024-11-03,Customer Changed Mind,760.64
4758,63339,991,2024-08-14,Customer Changed Mind,1851.36
4759,56296,1917,2025-05-26,Late Delivery,5240.58
4760,98027,1069,2025-08-16,Customer Changed Mind,9152.57
4761,58472,1588,2025-11-25,Defective Product,3836.9
4762,2358,1998,2025-09-06,Late Delivery,5574.39
4763,31898,639,2025-01-16,Customer Changed Mind,2789.13
4764,55797,1614,2025-04-18,Damaged Product,5118.48
4765,28240,157,2026-04-16,Customer Changed Mind,1301.97
4766,92009,1855,2025-02-09,Wrong Item Delivered,1238.09
4767,22387,1647,2026-07-04,Late Delivery,8964.83
4768,75672,2364,2024-07-23,Customer Changed Mind,1626.79
4769,53070,190,2024-07-22,Late Delivery,2664.59
4770,29720,1209,2024-09-22,Late Delivery,4761.91
4771,16271,797,2025-09-03,Wrong Item Delivered,8600.28
4772,46039,1694,2025-04-03,Customer Changed Mind,2215.24
4773,64684,1495,2025-04-22,Damaged Product,8241.25
4774,62375,1544,2026-06-17,Customer Changed Mind,1741.62
4775,53294,2423,2025-07-18,Late Delivery,8377.73
4776,58285,431,2025-02-20,Defective Product,9126.61
4777,99718,1516,2026-03-01,Late Delivery,1614.63
4778,86047,2415,2025-11-21,Damaged Product,784.21
4779,47264,1059,2025-11-14,Wrong Item Delivered,5702.29
4780,62389,1306,2024-08-17,Customer Changed Mind,1636.2
4781,59206,1428,2026-02-27,Damaged Product,3349.88
4782,77431,2409,2025-03-14,Damaged Product,6995.26
4783,86700,347,2026-06-16,Wrong Item Delivered,1789.19
4784,27196,1877,2024-10-26,Late Delivery,528.14
4785,7341,967,2025-10-24,Defective Product,6456.68
4786,19224,1291,2024-09-21,Late Delivery,7265.19
4787,58178,86,2025-08-14,Customer Changed Mind,7501.81
4788,1274,1744,2025-06-13,Damaged Product,7155.8
4789,37630,18,2025-07-02,Customer Changed Mind,4771.66
4790,8443,209,2024-09-10,Damaged Product,9735.42
4791,56142,1093,2025-03-07,Customer Changed Mind,1703.85
4792,34730,592,2025-10-14,Late Delivery,4427.29
4793,89976,494,2025-04-01,Late Delivery,7809.1
4794,40532,968,2026-01-21,Customer Changed Mind,8575.52
4795,93824,2091,2024-11-08,Defective Product,1246.08
4796,94758,2295,2024-12-17,Wrong Item Delivered,4460.5
4797,92354,888,2025-12-27,Wrong Item Delivered,9468.5
4798,13770,995,2026-04-12,Wrong Item Delivered,145.31
4799,1893,1467,2025-04-09,Defective Product,1798.15
4800,43063,473,2026-05-18,Defective Product,9429.22
